delivery_id,pickup_lat,pickup_lon,pickup_zipcode,dropoff_lat,dropoff_lon,dropoff_zipcode
1424226.0,40.7777451292,-73.9546170294,10028,40.7749621,-73.9489521,10028
1411065.0,40.7714912475,-73.9563341451,10075,40.766566,-73.964684,10065
1313042.0,40.7902994298,-73.9457034826,10029,40.8005811,-73.9377416,10035
1442533.0,40.7821167,-73.9807391,10024,40.7311537,-74.0000268,10012
1357083.0,40.7896154251,-73.9735531984,10024,40.768619,-73.988511,10019
1284971.0,40.7152793278,-74.0148603916,10282,40.702575,-74.0124901,10004
1319971.0,40.74174,-73.99365,10010,40.7369709,-73.985844,10003
1332593.0,40.779598,-73.947388,10128,40.728421,-73.983018,10009
1458876.0,40.7661540078,-73.9834419786,10019,40.7672065,-73.9841974,10019
1375149.0,40.7246345744,-73.9984023571,10012,40.731172,-74.009934,10014
1310082.0,40.7317954706,-73.9856725931,10003,40.728692,-73.993539,10003
1420668.0,40.7223070664,-73.987351656,10002,40.717695,-73.985128,10002
1354929.0,40.7213537497,-73.997525294,10012,40.74184,-74.002787,10011
1325815.0,40.7342138549,-74.0062020293,10014,40.7298647,-74.0042959,10014
1474543.0,40.7359514105,-74.0017604163,10014,40.7342199,-73.9902554,10003
1324842.0,40.734487,-74.004746,10014,40.7341673,-74.0097986,10014
1315483.0,40.7152793278,-74.0148603916,10282,40.7244605,-73.9944164,10012
1324679.0,40.7192689255,-74.0087498848,10013,40.743635,-74.006331,10011
1349326.0,40.7342138549,-74.0062020293,10014,40.7341351542,-73.9999250263,10014
1488765.0,40.7640845314,-73.9704997985,10022,40.7690395,-73.9596274,10021
1306242.0,40.72434,-73.99096,10003,40.7247218,-74.0080895,10013
1404060.0,40.7317954706,-73.9856725931,10003,40.7264248006,-73.9960815813,10012
1475520.0,40.7840772564,-73.9776224098,10024,40.7843123,-73.951934,10128
1377038.0,40.7544649092,-73.9731456986,10017,40.7709521,-73.9505484,10075
1317855.0,40.7159303991,-74.0086523324,10013,40.707282,-74.004775,10038
1409491.0,40.7680617094,-73.9818477631,10019,40.7792972,-73.988007,10069
1400174.0,40.8025496096,-73.95023268,10026,40.7851923025,-73.9719364979,10024
1336684.0,40.7225522067,-73.987665934,10002,40.7390776,-73.9936184,10011
1295874.0,40.687689,-73.970745,11238,40.686281,-73.963058,11238
1319722.0,40.6852014055,-73.9802108197,11217,40.649574,-73.964392,11226
1309073.0,40.7459631081,-74.0016972918,10011,40.746516,-73.987214,10001
1320138.0,40.7247436422,-73.9986615555,10012,40.7281228,-73.999709,10012
1350002.0,40.7270311111,-74.0075111389,10013,40.721293,-73.994055,10012
1279042.0,40.7317954706,-73.9856725931,10003,40.737751,-73.9921599,10003
1366808.0,40.7705627644,-73.9569770174,10021,40.7731091,-73.9592289,10075
1366200.0,40.723019825,-73.995854,10012,40.746611,-73.985382,10016
1281398.0,40.7373561687,-73.9906668663,10003,40.7832170708,-73.9547956459,10128
1314489.0,40.744607141,-73.9907419682,10010,40.7397362,-73.9929102,10011
1461797.0,40.7656244303,-73.9705342356,10065,40.763269,-73.963113,10065
1390986.0,40.7355501734,-73.992566983,10003,40.732486,-73.996585,10011
1300200.0,40.770674226,-73.9661147561,10021,40.8064022,-73.9633875,10027
1332378.0,40.7748502493,-73.958766,10075,40.688965,-73.99439,11201
1360460.0,40.735676762,-73.9938295281,10003,40.752872,-73.987864,10018
1340422.0,40.7236052509,-73.9516560368,11222,40.7102196571,-73.9663504624,11211
1291979.0,40.7192515454,-73.9977615705,10013,40.7247659,-74.0073969,10013
1391911.0,40.8180821,-73.9609373,10027,40.7444652,-73.975611,10016
1349638.0,40.7193864133,-74.008692501,10013,40.7211406,-73.9977395,10012
1350002.0,40.7270311111,-74.0075111389,10013,40.721293,-73.994055,10012
